kara_gpa,kara_work,dave_gpa,dave_work,james_gpa,james_cf,linda_gpa,linda_cf,num1,num2,num3,num4,state,gender,education,pid - Selected Choice,pid - Other party (please specify below) - Text,pid_dem,pid_rep,pid_ind,political_attn,age,race,relig,"Thanks again for helping with our research. If you have any final questions or comments, feel free to leave them here. Please click through to the next screen to receive your MTurk code.",james_cond,cf_race,cf_spouse,cf_relig,linda,cf_race - Topics,james_dem,james_rep,james_partisan,james_no_cf,james_dem_cf,james_rep_cf,james_cf_n,james_cond_n,linda_cf_n
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,California,Female,Some college,Republican,NA,NA,Not very strong Republican,NA,2,30-39,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Neither likely nor unlikely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.01,Florida,Female,Some college,Independent,NA,NA,NA,Neither,6,18-29,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales,3.80 - 4.00,Linda is a bank teller,500,10,1 in 12,0.1,Utah,Female,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,1,30-39,White/Caucasian,Latter-Day Saints/Mormon,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.00 - 3.49,Kara works for a financial company,2.49 or below,Very unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,2.49 or below,Linda is a bank teller,505`,10,1 in 12,0.1,Oregon,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,9,50-64,White/Caucasian,Atheist,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,0
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Very unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller,500,10,1 in 12,0.1,Maryland,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,9,30-39,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,0
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.80 - 4.00,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,New York,Male,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,7,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Very likely,3.80 - 4.00,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.01,Arizona,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,8,18-29,Hispanic/Latino,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,1000%,Illinois,Male,Some college,Democrat,NA,Strong Democrat,NA,NA,5,18-29,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,0,1,3,Representative of Dems.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.5,North Carolina,Female,High school degree or equivalent,Republican,NA,NA,Strong Republican,NA,6,40-49,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,1
3.80 - 4.00,Kara works for a financial company,3.80 - 4.00,Very likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller,500,10,1 in 12,0.1,Florida,Male,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,7,30-39,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,0
3.50 - 3.79,Kara works for an art museum,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.10%,Ohio,Male,Advanced degree,Republican,NA,NA,Not very strong Republican,NA,10,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,0,1,3,Representative of Dems.,0
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,California,Male,Some college,Independent,NA,NA,NA,Neither,5,18-29,Asian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Texas,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,10,18-29,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,10,Texas,Female,Some college,Democrat,NA,Not very strong Democrat,NA,NA,2,18-29,Black/African American,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.00 - 3.49,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,California,Male,Advanced degree,Democrat,NA,Not very strong Democrat,NA,NA,9,50-64,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",Thanks for the opportunity to participate and good luck with your research!,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Male,Some college,Independent,NA,NA,NA,Closer to Republican,9,30-39,White/Caucasian,Catholic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,600,10,1 in 12,0.01,New York,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,8,18-29,White/Caucasian,Other,Good study.,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,Florida,Female,Some college,Democrat,NA,Not very strong Democrat,NA,NA,0,30-39,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Michigan,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,8,18-29,White/Caucasian,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,0
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Indiana,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,6,40-49,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Indiana,Male,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,9,30-39,White/Caucasian,Catholic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,1,0,1,Representative of Reps.,0
3.00 - 3.49,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Maryland,Male,Advanced degree,Democrat,NA,Strong Democrat,NA,NA,10,18-29,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Arizona,Female,Some college,Independent,NA,NA,NA,Neither,4,50-64,White/Caucasian,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,1
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,2.49 or below,Linda is a bank teller and is active in the feminist movement,600,10,1 in 12,1,Ohio,Female,Some college,Republican,NA,NA,Not very strong Republican,NA,8,30-39,White/Caucasian,Catholic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Ohio,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,8,30-39,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Very likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,2,10,1 in 12,1,California,Female,Some college,Democrat,NA,Strong Democrat,NA,NA,6,65+,White/Caucasian,Buddhist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Very unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,1,Wisconsin,Female,High school degree or equivalent,Democrat,NA,Strong Democrat,NA,NA,4,40-49,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.00 - 3.49,Kara works for a tech company,2.50 - 2.99,Very unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Colorado,Male,Bachelor's degree,Independent,NA,NA,NA,Closer to Democratic,10,18-29,Asian,Buddhist,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,0
3.50 - 3.79,Kara works for an art museum,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Vermont,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,5,30-39,Asian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Virginia,Female,Advanced degree,Democrat,NA,Not very strong Democrat,NA,NA,7,40-49,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.00 - 3.49,Kara works for a financial company,2.50 - 2.99,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,2.49 or below,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Michigan,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,7,18-29,"White/Caucasian,Native American or Alaska Native,Hispanic/Latino",Other,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,1,0,1,Representative of Reps.,1
3.80 - 4.00,Kara works for an art museum,2.50 - 2.99,Very unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller,500,10,1 in 37,0.001,Virginia,Male,Some college,Independent,NA,NA,NA,Neither,9,30-39,White/Caucasian,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,California,Female,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,9,50-64,White/Caucasian,Buddhist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Michigan,Male,High school degree or equivalent,Other party (please specify below),libertarion,NA,NA,Closer to Democratic,7,30-39,White/Caucasian,Other,Thank you,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.80 - 4.00,Kara works for an art museum,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Virginia,Female,High school degree or equivalent,Republican,NA,NA,Not very strong Republican,NA,7,40-49,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Georgia,Male,Some college,Independent,NA,NA,NA,Closer to Republican,5,18-29,Black/African American,Agnostic,Thank you,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Louisiana,Female,Advanced degree,Republican,NA,NA,Not very strong Republican,NA,8,50-64,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,0
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Male,Some college,Democrat,NA,Not very strong Democrat,NA,NA,0,18-29,White/Caucasian,Atheist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.00 - 3.49,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,Florida,Male,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,6,30-39,Black/African American,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,0
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Idaho,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,9,40-49,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.80 - 4.00,Very likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500?,10?,1 in 12,0.00%,Arkansas,Male,Some college,Democrat,NA,Strong Democrat,NA,NA,0,18-29,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.00 - 3.49,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,600,10,1 in 12,0.5,New York,Female,Some college,Democrat,NA,Strong Democrat,NA,NA,2,18-29,Hispanic/Latino,Other,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,10,Washington,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,10,30-39,"White/Caucasian,Hispanic/Latino",Other,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,2.50 - 2.99,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,10,Texas,Female,Some college,Republican,NA,NA,Strong Republican,NA,3,40-49,White/Caucasian,Catholic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,2.50 - 2.99,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,1,South Carolina,Female,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,8,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.10%,Texas,Male,Bachelor's degree,Independent,NA,NA,NA,Closer to Democratic,6,30-39,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.50 - 3.79,Kara works for a tech company,3.50 - 3.79,Very likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Colorado,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,10,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Pennsylvania,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,6,18-29,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a financial company,3.80 - 4.00,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Pennsylvania,Female,Some college,Democrat,NA,Strong Democrat,NA,NA,NA,18-29,Black/African American,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Colorado,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,7,18-29,"White/Caucasian,Hispanic/Latino",Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,2.50 - 2.99,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,100,Florida,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,7,18-29,"White/Caucasian,Hispanic/Latino",Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Louisiana,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,5,18-29,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,10,Pennsylvania,Female,Bachelor's degree,Independent,NA,NA,NA,Neither,2,40-49,White/Caucasian,Catholic,It was interesting,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.01,Texas,Male,Some college,Republican,NA,NA,Strong Republican,NA,10,30-39,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,0,1,3,Representative of Dems.,0
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,North Carolina,Female,High school degree or equivalent,Independent,NA,NA,NA,Closer to Republican,7,50-64,White/Caucasian,Catholic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.00 - 3.49,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Missouri,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,40-49,Black/African American,Other,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,0,1,3,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.80 - 4.00,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,50,10,1 in 12,10,Florida,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,5,30-39,Asian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Pennsylvania,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,4,30-39,White/Caucasian,Catholic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Missouri,Female,Some college,Democrat,NA,Not very strong Democrat,NA,NA,3,30-39,White/Caucasian,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,1
